"6106","1943","4702","1","0","0"
"6109","1933","4691","0","0","0"
"6114","1986","4494","2","0","0"
"6114","1986","4529","2","0","0"
"6114","2003","4494","0","0","0"
"6114","2003","4529","0","0","0"
"6114","2028","4494","2","0","0"
"2337","3016","3514","1","0","0"
"6114","2028","4529","2","0","0"
"14749","3035","3707","0","0","0"
"14749","3038","3705","3","0","0"
"14749","3027","3702","2","0","0"
"14749","3026","3699","3","0","0"
"1530","2895","3508","3","0","0"
"1512","3209","3490","3","0","0"
"6114","2045","4494","0","0","0"
"6114","2045","4529","0","0","0"
"6114","1986","4494","2","1","0"
"6114","1986","4529","2","1","0"
"1506","3287","3172","0","0","0"
"1508","3287","3171","0","0","0"
"1506","3298","3171","2","0","0"
"1508","3298","3172","2","0","0"
"6114","2003","4494","0","1","0"
"14923","2337","3675","2","0","0"
"14923","2351","3679","2","0","0"
"14923","2326","3672","3","0","0"
"14923","2322","3667","0","0","0"
"14923","2319","3690","3","0","0"
"14923","2319","3677","1","0","0"
"6114","2003","4529","0","1","0"
"6114","2028","4494","2","1","0"
"6114","2028","4529","2","1","0"
"6114","2045","4494","0","1","0"
"6114","2045","4529","0","1","0"
"6114","1986","4494","2","2","0"
"6114","1986","4529","2","2","0"
"6114","2003","4494","0","2","0"
"6114","2003","4529","0","2","0"
"6114","2028","4494","2","2","0"
"6114","2028","4529","2","2","0"
"6114","2045","4494","0","2","0"
"6114","2045","4529","0","2","0"
"6114","1986","4494","2","3","0"
"6114","1986","4529","2","3","0"
"6114","2003","4494","0","3","0"
"6114","2003","4529","0","3","0"
"6114","2028","4494","2","3","0"
"6114","2028","4529","2","3","0"
"6114","2045","4494","0","3","0"
"6114","2045","4529","0","3","0"
"1530","2035","4646","1","0","0"
"1530","2038","4646","1","0","0"
"1530","2042","4644","2","0","0"
"13001","3189","3275","1","0","0"
"8786","2041","4646","1","0","0"
"8787","2042","4633","1","0","0"
"8788","2037","4633","1","0","0"
"8789","2034","4636","0","0","0"
"3270","2158","4566","0","1","0"
"1530","2128","4915","3","0","0"
"1530","2128","4922","2","0","0"
"1530","2132","4919","1","0","0"
"1530","2141","4922","2","0","0"
"4636","2198","4943","1","1","0"
"4637","2217","4943","1","1","0"
"4638","2191","4950","2","0","0"
"4638","2191","4961","2","0","0"
"4638","2191","4969","2","0","0"
"4638","2198","4943","1","0","0"
"4638","2198","4976","3","0","0"
"4638","2206","4976","3","0","0"
"4638","2209","4976","3","0","0"
"4638","2217","4943","1","0","0"
"4638","2217","4976","3","0","0"
"4638","2224","4950","0","0","0"
"4638","2224","4961","0","0","0"
"4638","2224","4969","0","0","0"
"4640","2191","4958","2","0","0"
"4640","2224","4958","0","0","0"
"4640","2191","4958","2","1","0"
"4640","2224","4958","0","1","0"
"11196","2224","4950","0","1","0"
"11197","2191","4950","2","1","0"
"1530","2313","9803","3","0","0"
"1530","2325","9801","3","0","0"
"4465","2415","3073","0","0","0"
"4467","2384","3134","2","0","0"
"1530","2463","3176","0","0","0"
"1530","2467","3178","0","0","0"
"1533","2443","3183","1","0","0"
"1530","2467","3301","0","0","0"
"1530","2470","3285","0","0","0"
"1530","2470","3322","1","0","0"
"1530","2471","3307","2","0","0"
"1530","2476","3317","1","0","0"
"1530","2482","3287","3","0","0"
"1530","2483","3295","0","0","0"
"1530","2483","3307","0","0","0"
"1530","2487","3295","2","0","0"
"1530","2487","3301","2","0","0"
"1530","2488","3322","1","0","0"
"2997","2467","3295","0","0","0"
"2997","2467","3307","0","0","0"
"2997","2470","3317","1","0","0"
"2997","2471","3295","2","0","0"
"2997","2471","3301","2","0","0"
"2997","2477","3287","3","0","0"
"2997","2482","3317","1","0","0"
"2997","2482","3322","1","0","0"
"2997","2488","3317","1","0","0"
"10260","2436","3345","1","0","0"
"10261","2435","3345","0","1","0"
"10261","2438","3347","3","1","0"
"10262","2433","3348","2","0","0"
"10264","2433","3347","2","0","0"
"7274","2472","4972","0","0","0"
"7302","2447","4979","0","0","0"
"7317","2463","4963","2","0","0"
"7320","2480","4956","2","0","0"
"7323","2446","4956","2","0","0"
"7326","2478","4940","2","0","0"
"7354","2452","4943","1","0","0"
"1530","2551","3098","3","0","0"
"1533","2551","3082","1","0","0"
"1533","3164","3433","2","0","0"
"1533","3155","3429","2","0","0"
"1533","3151","3434","1","0","0"
"1533","3151","3435","0","1","0"
"1533","3158","3431","2","1","9"
"1533","3158","3427","3","1","0"
"1533","3164","3433","2","1","0"
"1530","2505","3256","3","0","9"
"1530","2524","3254","1","0","0"
"2184","2502","3250","1","0","0"
"1530","2502","3309","2","0","0"
"1530","2502","3319","2","0","0"
"1530","2508","3323","1","0","0"
"1530","2511","3309","0","0","0"
"1530","2519","3275","0","0","0"
"1530","2521","3314","2","0","0"
"1530","2531","3276","1","0","0"
"1530","2541","3280","3","0","0"
"1530","2546","3325","2","0","0"
"1530","2551","3308","2","0","0"
"1530","2552","3314","2","0","0"
"1531","2527","3293","3","1","0"
"2034","2547","3325","0","1","0"
"2036","2551","3320","1","0","0"
"2528","2530","3314","0","0","0"
"2535","2533","3272","3","0","0"
"2535","2540","3273","3","0","0"
"2997","2502","3314","2","0","0"
"2997","2502","3323","1","0","0"
"2997","2510","3304","2","0","0"
"2997","2511","3314","0","0","0"
"2997","2511","3319","0","0","0"
"2997","2514","3323","1","0","0"
"2997","2523","3274","1","0","0"
"2997","2525","3272","3","0","0"
"2997","2536","3280","3","0","0"
"2997","2547","3280","3","0","0"
"2997","2549","3274","3","0","0"
"1530","2500","3328","1","0","0"
"1530","2506","3328","1","0","0"
"1530","2510","3380","1","0","0"
"1530","2512","3328","1","0","0"
"1530","2520","3332","0","0","0"
"1530","2521","3381","1","0","0"
"1530","2522","3375","2","0","0"
"2036","2551","3328","3","0","0"
"2537","2531","3328","1","0","0"
"1530","2524","3434","1","0","0"
"1536","2521","3432","0","0","0"
"1533","2525","3495","0","0","0"
"1533","2522","3495","3","1","0"
"1542","2551","3570","0","0","0"
"1544","2551","3569","0","0","0"
"4247","2534","3898","3","0","0"
"4247","2537","3894","0","0","0"
"4247","2539","3899","2","0","0"
"4247","2542","3895","1","0","0"
"4247","2547","3895","2","0","0"
"4247","2551","3893","1","0","0"
"4696","2512","3850","3","0","0"
"4696","2513","3868","1","0","0"
"4696","2517","3858","3","0","0"
"1991","2515","9575","1","0","0"
"2526","2539","9672","2","0","0"
"2002","2540","9900","1","0","0"
"2002","2542","9892","1","0","0"
"1530","2594","3102","1","0","0"
"1530","2591","3105","1","1","0"
"1530","2597","3105","1","1","0"
"1531","2611","3084","1","0","9"
"1533","2563","3082","2","0","0"
"1533","2603","3082","3","0","0"
"77","2606","3160","2","0","0"
"77","2606","3163","2","0","0"
"77","2606","3166","2","0","0"
"78","2606","3159","2","0","0"
"78","2606","3162","2","0","0"
"78","2606","3165","2","0","0"
"81","2585","3141","0","0","0"
"81","2617","3171","1","0","0"
"82","2606","3152","0","0","9"
"1530","2565","3188","2","0","0"
"1530","2567","3162","2","0","0"
"1530","2569","3150","1","0","0"
"1530","2570","3168","3","0","0"
"1530","2578","3195","3","0","0"
"1530","2590","3192","3","0","0"
"1530","2599","3192","3","0","0"
"1530","2605","3182","0","0","0"
"1530","2608","3181","3","0","0"
"1530","2609","3143","0","0","0"
"1530","2609","3191","3","0","0"
"1530","2612","3182","2","0","0"
"1530","2613","3150","0","0","0"
"1530","2616","3145","1","1","0"
"1531","2584","3193","1","0","0"
"1533","2595","3188","1","0","0"
"1533","2616","3147","3","0","0"
"131","2566","3237","2","0","0"
"1530","2567","3245","1","0","0"
"1530","2569","3239","3","0","0"
"1530","2574","3250","0","0","0"
"1530","2602","3209","0","0","0"
"1530","2606","3219","3","0","0"
"1530","2610","3209","2","0","0"
"1530","2564","3310","0","0","0"
"1530","2573","3302","3","0","0"
"1530","2574","3285","0","0","0"
"1530","2574","3293","2","0","0"
"1530","2574","3308","0","0","0"
"1530","2577","3287","3","0","0"
"1530","2577","3306","1","0","0"
"1530","2579","3285","2","0","0"
"1530","2579","3308","2","0","0"
"1530","2610","3307","1","0","0"
"1530","2610","3324","2","0","0"
"1530","2574","3285","0","1","0"
"1530","2574","3308","0","1","0"
"1530","2579","3285","2","1","0"
"1530","2579","3308","2","1","0"
"1533","2564","3321","2","0","0"
"1533","2565","3272","3","0","0"
"1533","2565","3317","1","0","0"
"1533","2567","3271","2","0","0"
"1533","2569","3273","1","0","0"
"1533","2569","3322","0","0","0"
"1533","2570","3271","0","0","0"
"1533","2571","3322","2","0","0"
"1533","2573","3271","3","0","0"
"1533","2576","3320","0","0","0"
"1533","2612","3309","2","0","0"
"1533","2621","3295","3","0","0"
"1533","2566","3268","2","1","0"
"1533","2567","3321","1","1","0"
"1533","2569","3323","0","1","0"
"1533","2571","3323","2","1","0"
"1533","2572","3268","0","1","0"
"1533","2573","3321","1","1","0"
"1533","2612","3325","3","1","0"
"1533","2615","3292","1","1","0"
"1533","2615","3315","0","1","0"
"1533","2616","3317","3","1","0"
"1533","2616","3325","3","1","0"
"1533","2617","3294","0","1","0"
"1533","2622","3293","1","1","0"
"1534","2614","3295","2","0","0"
"1536","2572","3288","3","0","0"
"1536","2572","3305","1","0","0"
"1536","2573","3295","3","0","0"
"1536","2574","3303","2","0","0"
"1536","2573","3302","3","1","0"
"1536","2575","3293","0","1","0"
"2546","2576","3298","0","0","0"
"2548","2576","3299","0","0","0"
"2555","2572","3288","3","1","0"
"2555","2572","3305","1","1","0"
"2556","2610","3316","2","0","0"
"1530","2570","3333","2","0","0"
"1530","2574","3333","0","0","0"
"1530","2578","3333","0","0","0"
"1530","2584","3339","3","0","0"
"1530","2616","3345","2","0","0"
"1533","2576","3336","3","1","0"
"1533","2586","3336","0","1","0"
"1533","2587","3335","2","1","0"
"2054","2592","3339","3","0","0"
"2554","2565","3356","0","0","0"
"1530","2611","3398","1","0","0"
"1531","2598","3404","2","0","9"
"4","2576","3461","0","0","0"
"1530","2609","3474","0","0","0"
